Owner,Latitude,Longitude
Company2,45.67284468,-122.4593688
Company2,45.68986684,-122.6813599
Company2,45.58484075,-122.4270126
Company2,45.64109698,-122.6748834
Company2,45.64453568,-122.5724753
Company2,45.80117331,-122.4904745
Company2,45.68045636,-122.5483844
Company2,45.73354045,-122.5531751
Company2,45.73914071,-122.6613714
Company2,45.63628624,-122.6050506
Company2,45.69315702,-122.5942891
Company4,45.58928377,-122.3528118
Company2,45.58928377,-122.3528118
Company2,45.65898682,-122.619042
Company2,45.70065785,-122.4449594
Company4,45.64315613,-122.4479208
Company4,45.64315613,-122.4479208
Company5,45.6658044,-122.5708752
Company2,45.63228316,-122.5490602
Company2,45.84829119,-122.7237947
Company2,45.65020517,-122.6199308
Company2,45.58449853,-122.3537732
Company2,45.67419159,-122.6110281
Company2,45.62228678,-122.5460629
Company2,45.66792797,-122.6819336
Company2,45.79186114,-122.6617811
Company2,45.70828672,-122.475904
Company2,45.67521911,-122.531495
Company2,45.70631461,-122.6612273
Company7,45.87453848,-122.496774
Company5,45.62177108,-122.6740499
Company2,45.61805707,-122.564933
Company5,45.61448316,-122.5583794
Company2,45.61448316,-122.5583794
Company2,45.57897248,-122.4366181
Company4,45.57897248,-122.4366181
Company2,45.63576295,-122.5339134
Company8,45.63576295,-122.5339134
Company2,45.66549893,-122.5992279
Company8,45.66549893,-122.5992279
Company4,45.57769288,-122.3389569
Company7,45.874668,-122.7141731
Company2,45.64661888,-122.6193582
Company2,45.62673061,-122.641945
Company2,45.67082613,-122.6486545
Company2,45.7248655,-122.6976601
Company2,45.65309593,-122.6110083
Company2,45.76478603,-122.685833
Company2,45.60715139,-122.564817
Company2,45.76552076,-122.6141067
Company2,45.69275879,-122.6952761
Company2,45.62913527,-122.6094923
Company2,45.73405812,-122.7125266
Company4,45.6117369,-122.3840249
Company2,45.6117369,-122.3840249
Company2,45.68992522,-122.4976107
Company2,45.78514518,-122.531543
Company2,45.64436286,-122.639703
Company5,45.59684919,-122.4796085
Company2,45.73501821,-122.599736
Company2,45.75031441,-122.7199933
Company4,45.9379659,-122.5585642
Company2,45.624431,-122.551682
Company4,45.58483254,-122.37373
Company2,45.76529466,-122.6454218
Company2,45.69911585,-122.4833191
Company2,45.5850954,-122.3539234
Company4,45.5850954,-122.3539234
Company2,45.59861236,-122.5040763
Company2,45.63048508,-122.5629287
Company2,45.63233384,-122.4221405
Company4,45.61814421,-122.3911934
Company2,45.61814421,-122.3911934
Company4,45.60136389,-122.3429742
Company4,45.63051823,-122.2767329
Company4,45.63051823,-122.2767329
Company2,45.68485403,-122.6463717
Company4,45.63655259,-122.3620624
Company2,45.63655259,-122.3620624
Company4,45.65047176,-122.4231117
Company2,45.69956604,-122.4736002
Company2,45.66751068,-122.609842
Company2,45.62187294,-122.6101302
Company4,45.93815618,-122.5624061
Company2,45.64673527,-122.6445055
Company2,45.64641692,-122.4245886
Company2,45.62359801,-122.6206462
Company2,45.63098713,-122.6204172
Company4,45.61294828,-122.3439599
Company4,45.64451516,-122.365107
Company2,45.75879123,-122.5610491
Company2,45.76044685,-122.5274817
Company4,45.62459501,-122.3299615
Company2,45.70780649,-122.5794103
Company2,45.8518679,-122.7149477
Company2,45.70460186,-122.6203405
Company2,45.70829097,-122.4743977
Company2,45.68676792,-122.6474858
Company2,45.58770797,-122.4049128
Company2,45.70960835,-122.5529323
Company3,45.70960835,-122.5529323
Company4,45.59231855,-122.2525605
Company2,45.80230491,-122.7282796
Company2,45.6256016,-122.6721595
Company8,45.6256016,-122.6721595
Company2,45.66758352,-122.6681296
Company5,45.65455112,-122.6683442
Company2,45.65455112,-122.6683442
Company2,45.69200663,-122.5161674
Company2,45.81897282,-122.742984
Company2,45.64610637,-122.6455121
Company2,45.67306619,-122.6435531
Company2,45.68287417,-122.465999
Company2,45.70780362,-122.5809211
Company4,45.62943933,-122.3098446
Company2,45.75217069,-122.486576
Company2,45.77778038,-122.5357241
Company2,45.67206528,-122.5339167
Company2,45.64444372,-122.6566479
Company2,45.76125126,-122.7449003
Company4,45.62358111,-122.4144243
Company2,45.62358111,-122.4144243
Company2,45.73735509,-122.4929549
Company2,45.59250084,-122.4973808
Company2,45.70712596,-122.4764485
Company2,45.64092015,-122.4157359
Company4,45.58713762,-122.4173544
Company4,45.92086071,-122.6600287
Company2,45.58947585,-122.3628135
Company4,45.58947585,-122.3628135
Company2,45.64683896,-122.5372834
Company2,45.73740957,-122.5290053
Company2,45.66915049,-122.5456492
Company4,45.62342752,-122.3823703
Company2,45.62342752,-122.3823703
Company2,45.66447773,-122.3830515
Company4,45.585913,-122.3748705
Company4,45.585913,-122.3748705
Company2,45.81193113,-122.7391227
Company2,45.83557499,-122.723524
Company2,45.67680462,-122.6744611
Company5,45.64190211,-122.6661941
Company5,45.6376381,-122.6281844
Company2,45.6937867,-122.5275808
Company2,45.70434793,-122.6702303
Company4,45.58958861,-122.3631399
Company2,45.58958861,-122.3631399
Company2,45.62570604,-122.6363698
Company4,45.58215555,-122.386445
Company2,45.6697856,-122.574627
Company3,45.76619939,-122.5418507
Company2,45.76619939,-122.5418507
Company2,45.78341279,-122.5289323
Company4,45.57787922,-122.326559
Company2,45.57787922,-122.326559
Company4,45.621241,-122.270383
Company2,45.68012959,-122.4988002
Company2,45.73266822,-122.6816257
Company2,45.67865957,-122.6553344
Company4,45.92137316,-122.7134726
Company2,45.6897308,-122.6566586
Company2,45.67401738,-122.536754
Company2,45.63133984,-122.5707344
Company2,45.68750963,-122.6943282
Company2,45.86620922,-122.6771893
Company2,45.69121621,-122.6565913
Company2,45.63024342,-122.3921768
Company4,45.61124438,-122.3819875
Company4,45.60872254,-122.344165
Company4,45.61748827,-122.3403695
Company4,45.61117197,-122.3533377
Company4,45.64695756,-122.3939212
Company2,45.79936846,-122.5075361
Company2,45.66072787,-122.6354779
Company2,45.70414488,-122.6152987
Company2,45.69386789,-122.5073561
Company4,45.57856957,-122.3468218
Company2,45.80031915,-122.5263614
Company2,45.6699348,-122.5378293
Company2,45.66686782,-122.583996
Company2,45.70919426,-122.6207556
Company2,45.80871663,-122.6142359
Company4,45.94843578,-122.5768914
Company4,45.58982752,-122.3453445
Company2,45.62424183,-122.4069759
Company2,45.76884982,-122.6203914
Company2,45.58295303,-122.3667078
Company4,45.58295303,-122.3667078
Company4,45.58457539,-122.3351048
Company4,45.58457539,-122.3351048
Company4,45.62433732,-122.3905808
Company2,45.61970474,-122.578552
Company4,45.63184648,-122.3894051
Company2,45.76374307,-122.6521333
Company2,45.68180781,-122.6462058
Company2,45.65289731,-122.6692958
Company2,45.75693316,-122.7158867
Company2,45.58847185,-122.3300852
Company2,45.70803102,-122.5388605
Company4,45.92076113,-122.6741957
Company4,45.65407343,-122.2618621
Company2,45.61977689,-122.560558
Company2,45.64838822,-122.7154313
Company4,45.62513615,-122.2791878
Company2,45.64653235,-122.6569415
Company2,45.7181354,-122.4958781
Company2,45.65330932,-122.6599346
Company2,45.6537524,-122.6911264
Company4,45.59195249,-122.4098186
Company2,45.57958757,-122.3685374
Company8,45.62030429,-122.5609428
Company2,45.68059612,-122.5266443
Company4,45.58591307,-122.3621428
Company2,45.83744925,-122.7130097
Company2,45.78051033,-122.55546
Company2,45.67514093,-122.6602283
Company2,45.7518101,-122.7136109
Company2,45.71133504,-122.5990894
Company2,45.65004931,-122.604681
Company2,45.65004931,-122.604681
Company2,45.7077161,-122.5631888
Company2,45.61841144,-122.5622666
Company4,45.61308468,-122.4049834
Company2,45.74683756,-122.7338501
Company4,45.93185285,-122.6625354
Company2,45.658348,-122.6904061
Company2,45.64472168,-122.6287851
Company2,45.59591762,-122.406208
Company2,45.66272613,-122.3892494
Company6,45.8678879,-122.4103452
Company2,45.73913341,-122.6730723
Company2,45.64519977,-122.6809392
Company4,45.6512141,-122.3496895
Company4,45.64507552,-122.2576809
Company2,45.68255673,-122.6343331
Company2,45.6338879,-122.6349926
Company2,45.81634304,-122.7445124
Company2,45.79806901,-122.5006355
Company2,45.64657239,-122.647314
Company2,45.63824358,-122.6833584
Company2,45.69195934,-122.516332
Company8,45.66845063,-122.5540977
Company2,45.66845063,-122.5540977
Company5,45.66845063,-122.5540977
Company2,45.76235388,-122.7133482
Company2,45.6502797,-122.5265875
Company2,45.70210347,-122.6928258
Company2,45.70466547,-122.645139
Company2,45.76286429,-122.7349733
Company2,45.57915714,-122.3323303
Company4,45.57341308,-122.3432868
Company2,45.57341308,-122.3432868
Company2,45.76062328,-122.6512816
Company2,45.63325601,-122.4085766
Company2,45.58131766,-122.3509131
Company2,45.61763663,-122.3803573
Company2,45.721356,-122.5632958
Company2,45.58807487,-122.5018082
Company4,45.63427245,-122.38142
Company4,45.65201334,-122.3487097
Company2,45.82087921,-122.7159011
Company2,45.79444584,-122.6089057
Company5,45.66448827,-122.5578645
Company8,45.66448827,-122.5578645
Company2,45.73647062,-122.6180668
Company2,45.68306367,-122.5760885
Company2,45.7994506,-122.499028
Company5,45.60468635,-122.4920181
Company2,45.83722335,-122.7234986
Company2,45.58964273,-122.4282759
Company7,45.86695811,-122.5922682
Company2,45.6431744,-122.4408773
Company4,45.6431744,-122.4408773
Company2,45.75387706,-122.6744273
Company2,45.70736575,-122.6924793
Company4,45.60719763,-122.3131545
Company2,45.59738044,-122.4056234
Company2,45.71621461,-122.7081045
Company2,45.60489916,-122.3702515
Company2,45.65795853,-122.613833
Company4,45.61441365,-122.3062463
Company4,45.5596566,-122.2512478
Company2,45.69386188,-122.614163
Company2,45.7147101,-122.6463595
Company2,45.57833522,-122.4366424
Company2,45.6330198,-122.6141951
Company2,45.6087304,-122.3153981
Company4,45.6087304,-122.3153981
Company2,45.64579178,-122.6280483
Company4,45.66158202,-122.3635621
Company2,45.66158202,-122.3635621
Company2,45.65730353,-122.6141516
Company2,45.79711911,-122.5089187
Company2,45.62496196,-122.3789585
Company2,45.73044085,-122.6080575
Company2,45.7789108,-122.5329764
Company2,45.6949892,-122.5170698
Company2,45.62951428,-122.6122437
Company2,45.69569699,-122.5163904
Company2,45.63973259,-122.6572796
Company2,45.59780936,-122.3181212
Company2,45.70783633,-122.6863512
Company2,45.60427284,-122.5651799
Company4,45.63040191,-122.3849883
Company2,45.68023374,-122.5835734
Company2,45.778973,-122.6049629
Company2,45.66512045,-122.6861703
Company8,45.62831284,-122.5551219
Company4,45.57786951,-122.3078348
Company2,45.73987353,-122.6672295
Company4,45.58860878,-122.3813451
Company2,45.58860878,-122.3813451
Company4,45.58860878,-122.3813451
Company4,45.58692623,-122.3526421
Company2,45.58692623,-122.3526421
Company2,45.73675755,-122.6030987
Company2,45.66673597,-122.6209135
Company2,45.69495978,-122.595996
Company2,45.77860694,-122.6203926
Company4,45.6670318,-122.3851073
Company4,45.58604093,-122.4152605
Company4,45.58604093,-122.4152605
Company2,45.58604093,-122.4152605
Company7,45.83760397,-122.6648445
Company2,45.63390212,-122.6427512
Company2,45.75929971,-122.7086904
Company2,45.71686176,-122.6199743
Company4,45.61999533,-122.3823144
Company2,45.75246602,-122.6823154
Company2,45.73910998,-122.5891746
Company2,45.76648272,-122.5190569
Company2,45.64362008,-122.572441
Company2,45.6500575,-122.5879092
Company2,45.61765596,-122.6087029
Company2,45.62809661,-122.674099
Company4,45.89293375,-122.7248927
Company2,45.71122298,-122.6102417
Company4,45.58637473,-122.4574725
Company2,45.58637473,-122.4574725
Company5,45.63835439,-122.6469953
Company2,45.69086051,-122.4518188
Company2,45.66503042,-122.5798288
Company4,45.57266806,-122.3391894
Company2,45.69369609,-122.5001611
Company2,45.70846563,-122.5794155
Company2,45.75735407,-122.6845384
Company2,45.69246054,-122.6694575
Company4,45.65024541,-122.4099985
Company2,45.70793517,-122.5591666
Company2,45.63249731,-122.6753277
Company4,45.63211311,-122.340837
Company2,45.64344968,-122.644473
Company2,45.60018471,-122.3520184
Company2,45.59367676,-122.5041549
Company4,45.93081095,-122.6375482
Company2,45.74203803,-122.5543638
Company2,45.60100444,-122.3848655
Company2,45.64831693,-122.5372909
Company2,45.64205976,-122.6009355
Company8,45.64205976,-122.6009355
Company2,45.73792907,-122.495814
Company2,45.65977672,-122.6903049
Company4,45.61573286,-122.4181976
Company2,45.76523186,-122.7024123
Company2,45.66875798,-122.6928695
Company2,45.57856479,-122.3700402
Company4,45.57856479,-122.3700402
Company2,45.76455613,-122.7087111
Company2,45.65056764,-122.5265166
Company2,45.78128039,-122.4965215
Company2,45.64398282,-122.5327393
Company2,45.6428965,-122.6437997
Company2,45.81488369,-122.7387204
Company2,45.69732008,-122.6426344
Company2,45.6229833,-122.505904
Company2,45.80594917,-122.5257975
Company4,45.58628412,-122.3703934
Company2,45.58628412,-122.3703934
Company2,45.63998194,-122.5723282
Company4,45.58852772,-122.4137317
Company2,45.58852772,-122.4137317
Company4,45.58638529,-122.39933
Company2,45.58638529,-122.39933
Company2,45.8656594,-122.6717783
Company2,45.67248872,-122.5326455
Company2,45.75186196,-122.7128332
Company5,45.66581179,-122.5487775
Company2,45.66581179,-122.5487775
Company2,45.60649846,-122.5750444
Company2,45.80889669,-122.6382578
Company4,45.63326431,-122.4052559
Company2,45.67887727,-122.6064768
Company5,45.67106867,-122.5680761
Company4,45.58554233,-122.3270543
Company5,45.67426313,-122.5992871
Company2,45.67426313,-122.5992871
Company2,45.89056337,-122.7313051
Company4,45.59671823,-122.4295793
Company4,45.62202471,-122.2696191
Company2,45.67135425,-122.5314929
Company2,45.58012227,-122.3237747
Company2,45.65154388,-122.5889667
Company4,45.93140244,-122.6760194
Company2,45.66294174,-122.6910484
Company5,45.60770269,-122.5614103
Company2,45.64465516,-122.5734341
Company2,45.66867044,-122.5793338
Company4,45.57890028,-122.3370553
Company4,45.93200439,-122.5570038
Company2,45.64382803,-122.6428541
Company2,45.78904012,-122.5582547
Company4,45.60718861,-122.2943243
Company2,45.60718861,-122.2943243
Company4,45.63378655,-122.386557
Company4,45.63378655,-122.386557
Company2,45.7780237,-122.5399922
Company4,45.58114207,-122.3691611
Company2,45.58114207,-122.3691611
Company2,45.76609344,-122.5695676
Company4,45.5844603,-122.4524422
Company2,45.5844603,-122.4524422
Company5,45.62419065,-122.5942594
Company2,45.62419065,-122.5942594
Company8,45.64285919,-122.5351817
Company2,45.64285919,-122.5351817
Company5,45.64285919,-122.5351817
Company2,45.73728898,-122.5382278
Company2,45.8614291,-122.6565089
Company4,45.61903015,-122.2620374
Company2,45.69548556,-122.7056042
Company2,45.68457711,-122.5746655
Company4,45.58160097,-122.3267976
Company2,45.5843418,-122.4511716
Company2,45.86270225,-122.671413
Company4,45.59073544,-122.4535132
Company4,45.59531885,-122.2933434
Company4,45.93288945,-122.5870091
Company2,45.67718891,-122.534368
Company4,45.65408534,-122.4244053
Company4,45.65408534,-122.4244053
Company2,45.65408534,-122.4244053
Company2,45.59310843,-122.5157317
Company2,45.62979279,-122.6156677
Company2,45.81824156,-122.7445769
Company2,45.86491873,-122.6590974
Company2,45.58925964,-122.3631839
Company2,45.60701899,-122.4345262
Company4,45.60701899,-122.4345262
Company2,45.67251781,-122.5455703
Company2,45.63898907,-122.4174899
Company4,45.63898907,-122.4174899
Company4,45.58688136,-122.3642365
Company4,45.59392497,-122.3024275
Company2,45.70401484,-122.6203144
Company4,45.67786729,-122.3721573
Company2,45.72973708,-122.5027414
Company2,45.62108503,-122.4903917
Company4,45.61763405,-122.3811396
Company2,45.61763405,-122.3811396
Company2,45.64496097,-122.6405514
Company2,45.63558583,-122.6702404
Company2,45.66863642,-122.4333504
Company2,45.70013306,-122.4360205
Company5,45.64136266,-122.6565835
Company2,45.75788478,-122.5510186
Company4,45.58726094,-122.3646279
Company2,45.64399322,-122.6923029
Company2,45.75030652,-122.7335065
Company2,45.65371152,-122.5456687
Company2,45.70857958,-122.7192668
Company2,45.64057414,-122.598119
Company2,45.69506045,-122.5991308
Company2,45.76826548,-122.6203924
Company2,45.61550985,-122.5750934
Company2,45.83745298,-122.6852338
Company7,45.83745298,-122.6852338
Company2,45.6443424,-122.5510531
Company2,45.80627934,-122.6003103
Company2,45.67344494,-122.6022016
Company2,45.71101645,-122.7078236
Company4,45.63435793,-122.4624421
Company2,45.64225096,-122.5924484
Company2,45.74948172,-122.5994566
Company2,45.71508908,-122.6002459
Company2,45.73350758,-122.5559414
Company2,45.69361847,-122.5637324
Company2,45.64980697,-122.6924447
Company2,45.77347741,-122.5266707
Company4,45.59675502,-122.2854794
Company2,45.74937201,-122.7318307
Company2,45.70731524,-122.7039033
Company2,45.76312225,-122.6411652
Company2,45.81188073,-122.5219334
Company2,45.58776346,-122.4096409
Company2,45.58776346,-122.4096409
Company4,45.58989525,-122.3528938
Company2,45.58989525,-122.3528938
Company2,45.79816905,-122.5084964
Company2,45.69606833,-122.6989436
Company4,45.60507812,-122.4126303
Company2,45.60507812,-122.4126303
Company2,45.66997507,-122.6669324
Company2,45.70229202,-122.6534631
Company2,45.70229202,-122.6534631
Company1,45.62041941,-122.550125
Company8,45.64267496,-122.553923
Company5,45.64267496,-122.553923
Company2,45.78724644,-122.5274944
Company4,45.58249969,-122.3874581
Company2,45.65015834,-122.6779765
Company2,45.69523277,-122.6585263
Company4,45.62429887,-122.3888568
Company7,45.86576394,-122.6427438
Company6,45.8622608,-122.4042078
Company2,45.64587002,-122.4141239
Company4,45.64587002,-122.4141239
Company2,45.58661681,-122.4964195
Company2,45.74135033,-122.568381
Company2,45.75725734,-122.6410409
Company2,45.71044711,-122.6868079
Company2,45.69874011,-122.552253
Company2,45.58108449,-122.3356783
Company4,45.58108449,-122.3356783
Company2,45.56702496,-122.3369622
Company2,45.68363925,-122.5266548
Company4,45.64317377,-122.4310904
Company7,45.91391727,-122.527567
Company7,45.91391727,-122.527567
Company2,45.76584128,-122.645471
Company2,45.80521466,-122.5934057
Company4,45.91671955,-122.723249
Company2,45.58650733,-122.3602977
Company4,45.58650733,-122.3602977
Company2,45.75931111,-122.4666146
Company2,45.66806551,-122.5967977
Company5,45.66806551,-122.5967977
Company2,45.64036714,-122.6347692
Company2,45.60601636,-122.5780367
Company4,45.62973189,-122.3926763
Company4,45.62973189,-122.3926763
Company2,45.62973189,-122.3926763
Company2,45.61683213,-122.5651007
Company2,45.66729034,-122.6887714
Company2,45.69321997,-122.6454716
Company2,45.73896629,-122.5164194
Company2,45.69808478,-122.5529385
Company2,45.63360898,-122.6322924
Company2,45.5856228,-122.3733166
Company4,45.5856228,-122.3733166
Company4,45.63964426,-122.3877583
Company2,45.61551216,-122.641532
Company2,45.69307195,-122.6456783
Company2,45.65548191,-122.6842953
Company2,45.66547963,-122.581472
Company4,45.58288386,-122.3684477
Company8,45.64733965,-122.5614101
Company2,45.67748838,-122.523887
Company2,45.65956691,-122.6732284
Company2,45.62644237,-122.643514
Company2,45.65797416,-122.6165386
Company2,45.61996126,-122.6072
Company4,45.58623132,-122.4152619
Company2,45.58623132,-122.4152619
Company2,45.78829162,-122.6409526
Company2,45.57588212,-122.3220135
Company2,45.73258322,-122.599694
Company4,45.64457609,-122.4449262
Company2,45.6346759,-122.5500756
Company4,45.6072053,-122.2993984
Company2,45.64161744,-122.6668139
Company5,45.64499776,-122.5987317
Company4,45.64686926,-122.3526967
Company2,45.66898861,-122.6150026
Company2,45.74364916,-122.5319477
Company2,45.62722862,-122.6798702
Company2,45.62975124,-122.6170607
Company2,45.76678364,-122.537125
Company2,45.7242631,-122.6475124
Company2,45.68046305,-122.5502386
Company4,45.58226733,-122.3422579
Company2,45.58226733,-122.3422579
Company2,45.74959692,-122.7246909
Company2,45.60719424,-122.3126043
Company4,45.59458536,-122.2676146
Company2,45.64211046,-122.5712973
Company2,45.58249664,-122.3863472
Company4,45.58249664,-122.3863472
Company4,45.59118888,-122.442512
Company2,45.59118888,-122.442512
Company4,45.92574761,-122.6958549
Company2,45.68466589,-122.5767967
Company2,45.70741007,-122.6804185
Company2,45.66481504,-122.5719535
Company2,45.67201887,-122.6958694
Company2,45.64294133,-122.5502131
Company2,45.82287205,-122.7008853
Company2,45.69797559,-122.6658094
Company4,45.61728823,-122.3526552
Company2,45.70056556,-122.6491349
Company4,45.59332536,-122.4098334
Company2,45.59332536,-122.4098334
Company2,45.63570696,-122.6299437
Company2,45.75739553,-122.7222641
Company2,45.81603537,-122.7174454
Company2,45.75711679,-122.4368888
Company2,45.83373627,-122.6625358
Company2,45.63491317,-122.3819256
Company4,45.63491317,-122.3819256
Company2,45.69357375,-122.5146692
Company4,45.6805776,-122.3368969
Company2,45.58131604,-122.3488467
Company2,45.80850337,-122.713225
Company2,45.66780547,-122.6658343
Company2,45.71283924,-122.715453
Company2,45.68444233,-122.5676489
Company2,45.6172941,-122.547312
Company2,45.77612588,-122.6398762
Company2,45.62127319,-122.6053467
Company2,45.58957834,-122.3949486
Company4,45.58957834,-122.3949486
Company2,45.67124563,-122.6919589
Company4,45.66702219,-122.387548
Company4,45.66702219,-122.387548
Company2,45.72012223,-122.713032
Company2,45.65687326,-122.6438095
Company2,45.58562006,-122.3683073
Company4,45.58562006,-122.3683073
Company2,45.69320924,-122.6181243
Company2,45.59024564,-122.4056731
Company5,45.64145013,-122.5654491
Company2,45.64145013,-122.5654491
Company2,45.68045576,-122.5477768
Company2,45.64286252,-122.5112429
Company2,45.66655632,-122.6867358
Company2,45.82305771,-122.6664043
Company2,45.58315358,-122.4150099
Company4,45.58315358,-122.4150099
Company2,45.74650004,-122.5997384
Company5,45.60710093,-122.5570874
Company2,45.60710093,-122.5570874
Company8,45.60710093,-122.5570874
Company4,45.6430139,-122.4500996
Company2,45.58328969,-122.3909503
Company4,45.58328969,-122.3909503
Company2,45.7644278,-122.6490838
Company2,45.72658089,-122.4786513
Company4,45.58361876,-122.4010333
Company2,45.76042432,-122.6674227
Company2,45.88790579,-122.7257981
Company4,45.88790579,-122.7257981
Company2,45.68600077,-122.6571626
Company4,45.62856483,-122.3853932
Company2,45.70150639,-122.6931871
Company2,45.64041949,-122.6939612
Company2,45.58012021,-122.3242394
Company2,45.6346859,-122.6133854
Company2,45.58152802,-122.3626611
Company4,45.58152802,-122.3626611
Company2,45.82461044,-122.5175715
Company2,45.58352914,-122.374402
Company4,45.58352914,-122.374402
Company2,45.58377691,-122.3680429
Company4,45.64684136,-122.2558618
Company4,45.64684136,-122.2558618
Company4,45.93383934,-122.5878982
Company4,45.58420495,-122.390488
Company2,45.75763772,-122.5649932
Company4,45.59164675,-122.4089919
Company8,45.63404497,-122.6755763
Company2,45.71200427,-122.4765241
Company2,45.60106816,-122.40688
Company2,45.71749327,-122.6306852
Company2,45.69043119,-122.6953402
Company2,45.72113242,-122.6374942
Company2,45.70048362,-122.6107777
Company2,45.69760936,-122.6148942
Company2,45.58788079,-122.4035504
Company4,45.58788079,-122.4035504
Company5,45.6531059,-122.5807683
Company4,45.58075636,-122.3486734
Company2,45.61733337,-122.5044044
Company5,45.61733337,-122.5044044
Company8,45.61733337,-122.5044044
Company2,45.64251079,-122.655936
Company2,45.64134024,-122.4813151
Company2,45.7076993,-122.6282705
Company2,45.70940897,-122.4715452
Company4,45.61564848,-122.3581311
Company5,45.6447621,-122.6003341
Company8,45.6447621,-122.6003341
Company2,45.6447621,-122.6003341
Company2,45.69858778,-122.6570543
Company7,45.86428572,-122.6673989
Company2,45.86428572,-122.6673989
Company2,45.66678386,-122.5379019
Company2,45.66191523,-122.5680546
Company2,45.66191523,-122.5680546
Company2,45.69805037,-122.6639661
Company2,45.66371224,-122.5058167
Company2,45.6476874,-122.5513208
Company2,45.64581663,-122.6292956
Company2,45.67058086,-122.6700161
Company2,45.88119869,-122.7215133
Company2,45.81028572,-122.6611373
Company2,45.65722459,-122.5754502
Company5,45.66802091,-122.5487179
Company4,45.63153187,-122.2576245
Company2,45.59279251,-122.3580986
Company4,45.59279251,-122.3580986
Company2,45.73545906,-122.5434997
Company3,45.73545906,-122.5434997
Company4,45.62945084,-122.3772528
Company2,45.68640821,-122.6252063
Company2,45.66068035,-122.6103358
Company4,45.89935408,-122.7318745
Company2,45.89935408,-122.7318745
Company2,45.72410735,-122.6342936
Company4,45.58346248,-122.4201459
Company2,45.82949982,-122.6617044
Company2,45.62853091,-122.6213436
Company2,45.59627051,-122.3340842
Company4,45.59627051,-122.3340842
Company2,45.64346317,-122.3874363
Company4,45.64346317,-122.3874363
Company2,45.68260071,-122.5164654
Company2,45.65674148,-122.6532909
Company2,45.58500052,-122.3694111
Company2,45.74105454,-122.4997513
Company2,45.68188844,-122.5118026
Company2,45.74767032,-122.6249683
Company2,45.69651618,-122.6207248
Company2,45.72432922,-122.6584482
Company2,45.62808112,-122.6706186
Company1,45.65388578,-122.6358602
Company2,45.65388578,-122.6358602
Company2,45.58978392,-122.4347937
Company4,45.58978392,-122.4347937
Company2,45.59957638,-122.4208631
Company2,45.8632894,-122.6713733
Company2,45.79479851,-122.6178113
Company4,45.57126014,-122.344128
Company2,45.57126014,-122.344128
Company2,45.74703625,-122.434792
Company2,45.59185935,-122.4125386
Company2,45.79711864,-122.4481808
Company4,45.60453242,-122.4135467
Company2,45.60453242,-122.4135467
Company2,45.67881989,-122.6315508
Company4,45.62621588,-122.293417
Company2,45.692905,-122.6584769
Company4,45.92926927,-122.5616265
Company2,45.5833807,-122.3554243
Company2,45.68626729,-122.6305542
Company2,45.65017928,-122.5848942
Company2,45.69070184,-122.4971882
Company2,45.81628854,-122.520992
Company2,45.62221936,-122.6074576
Company2,45.62094527,-122.6100088
Company4,45.65206066,-122.4048758
Company2,45.72974029,-122.5023296
Company2,45.59329075,-122.4121365
Company4,45.59329075,-122.4121365
Company1,45.65173974,-122.5578152
Company2,45.5829799,-122.3397428
Company4,45.5829799,-122.3397428
Company2,45.73035041,-122.6204471
Company2,45.64479821,-122.6166442
Company4,45.58945053,-122.3829212
Company2,45.65826873,-122.6799563
